# Title: Gnuplot File Created by Genius TCAD Simulation
# Date: Thu May  7 09:13:15 2026

# Plotname: DC transfer characteristic
# Variables: 
#	1	Vapp(Cathode) [V]
#	2	P(Cathode) [V]
#	3	I(Cathode) [A]
#	4	Ie(Cathode) [A]
#	5	Ih(Cathode) [A]
#	6	Vapp(Anode) [V]
#	7	P(Anode) [V]
#	8	I(Anode) [A]
#	9	Ie(Anode) [A]
#	10	Ih(Anode) [A]
#	11	Power [W]

     0.00000000000000e+00     0.00000000000000e+00    -1.67898409462578e-17    -1.67898409462578e-17     2.84654713362808e-33     0.00000000000000e+00     0.00000000000000e+00    -4.72796685638919e-25    -4.42314868696888e-25    -3.04818169420318e-26     0.00000000000000e+00
     0.00000000000000e+00     0.00000000000000e+00     1.77746929184551e-10     1.77746928880449e-10     3.04102107104114e-19    -1.00000000000000e+00    -1.00000000000000e+00    -1.77746949766442e-10    -1.77679776233209e-10    -6.71735332327907e-14     1.77746949766442e-10
     0.00000000000000e+00     0.00000000000000e+00     2.82119999844184e-10     2.82119999539161e-10     3.05023716212602e-19    -2.00000000000000e+00    -2.00000000000000e+00    -2.82120019564320e-10    -2.82043337657580e-10    -7.66819067395927e-14     5.64240039128639e-10
     0.00000000000000e+00     0.00000000000000e+00     3.54633681069136e-10     3.54633680763211e-10     3.05924908783532e-19    -3.00000000000000e+00    -3.00000000000000e+00    -3.54633694649580e-10    -3.54553214493737e-10    -8.04801558429531e-14     1.06390108394874e-09
     0.00000000000000e+00     0.00000000000000e+00     4.03529814804421e-10     4.03529814497550e-10     3.06871566485886e-19    -4.00000000000000e+00    -4.00000000000000e+00    -4.03529799789910e-10    -4.03448004508382e-10    -8.17952815275857e-14     1.61411919915964e-09
     0.00000000000000e+00     0.00000000000000e+00     4.36591044829347e-10     4.36591044521481e-10     3.07866336518613e-19    -5.00000000000000e+00    -5.00000000000000e+00    -4.36591043988987e-10    -4.36508536416181e-10    -8.25075728069360e-14     2.18295521994494e-09
     0.00000000000000e+00     0.00000000000000e+00     4.59382437967210e-10     4.59382437658306e-10     3.08903571610459e-19    -6.00000000000000e+00    -6.00000000000000e+00    -4.59382442184044e-10    -4.59299465731081e-10    -8.29764529632526e-14     2.75629465310426e-09
     0.00000000000000e+00     0.00000000000000e+00     4.75495918693903e-10     4.75495918383924e-10     3.09978255323460e-19    -7.00000000000000e+00    -7.00000000000000e+00    -4.75495935149983e-10    -4.75412602168950e-10    -8.33329810327036e-14     3.32847154604988e-09
     0.00000000000000e+00     0.00000000000000e+00     4.87187476692772e-10     4.87187476381684e-10     3.11087725954562e-19    -8.00000000000000e+00    -8.00000000000000e+00    -4.87187521184680e-10    -4.87103892105947e-10    -8.36290787330401e-14     3.89750016947744e-09
     0.00000000000000e+00     0.00000000000000e+00     4.95881585509031e-10     4.95881585196800e-10     3.12230579201370e-19    -9.00000000000000e+00    -9.00000000000000e+00    -4.95881602481478e-10    -4.95797720664977e-10    -8.38818165010426e-14     4.46293442233330e-09
     0.00000000000000e+00     0.00000000000000e+00     5.02493202537235e-10     5.02493202223829e-10     3.13406118315161e-19    -1.00000000000000e+01    -1.00000000000000e+01    -5.02493217392615e-10    -5.02409114666548e-10    -8.41027260670382e-14     5.02493217392615e-09
     0.00000000000000e+00     0.00000000000000e+00     5.07622700347497e-10     5.07622700032882e-10     3.14615051740886e-19    -1.10000000000000e+01    -1.10000000000000e+01    -5.07622702296212e-10    -5.07538404254613e-10    -8.42980415995507e-14     5.58384972525833e-09
     0.00000000000000e+00     0.00000000000000e+00     5.11673609750761e-10     5.11673609434902e-10     3.15858782090637e-19    -1.20000000000000e+01    -1.20000000000000e+01    -5.11673629517688e-10    -5.11589150088836e-10    -8.44794288528437e-14     6.14008355421226e-09
